=== 日志开始 2025/7/24 13:34:13 ===
2025-07-24 13:34:13.254,1.577,1.573,1.676,1.452,1.588,1.583,1.484,1.548,1.573,1.583
2025-07-24 13:34:13.304,1.576,1.573,1.676,1.452,1.58,1.583,1.483,1.549,1.573,1.583
2025-07-24 13:34:13.354,1.576,1.574,1.677,1.452,1.577,1.582,1.483,1.548,1.573,1.583
2025-07-24 13:34:13.404,1.577,1.574,1.677,1.452,1.576,1.583,1.482,1.549,1.573,1.582
2025-07-24 13:34:13.454,1.577,1.574,1.677,1.452,1.579,1.583,1.484,1.549,1.573,1.582
2025-07-24 13:34:13.504,1.577,1.574,1.677,1.45,1.577,1.583,1.482,1.548,1.573,1.582
2025-07-24 13:34:13.554,1.577,1.574,1.677,1.452,1.577,1.582,1.482,1.548,1.573,1.583
2025-07-24 13:34:13.604,1.577,1.574,1.676,1.451,1.586,1.583,1.483,1.549,1.573,1.582
2025-07-24 13:34:13.655,1.577,1.574,1.676,1.451,1.579,1.583,1.483,1.548,1.573,1.582
2025-07-24 13:34:13.704,1.577,1.574,1.676,1.451,1.577,1.583,1.483,1.548,1.573,1.583
2025-07-24 13:34:13.755,1.577,1.573,1.676,1.451,1.582,1.583,1.483,1.548,1.573,1.583
2025-07-24 13:34:13.805,1.577,1.574,1.677,1.451,1.581,1.582,1.483,1.548,1.573,1.583
2025-07-24 13:34:13.854,1.576,1.576,1.676,1.451,1.582,1.583,1.483,1.548,1.573,1.583
2025-07-24 13:34:13.905,1.577,1.574,1.677,1.45,1.585,1.582,1.483,1.549,1.573,1.582
2025-07-24 13:34:13.954,1.577,1.574,1.677,1.451,1.582,1.582,1.482,1.548,1.573,1.582
2025-07-24 13:34:14.005,1.576,1.575,1.676,1.451,1.588,1.583,1.483,1.548,1.573,1.582
2025-07-24 13:34:14.055,1.577,1.574,1.677,1.451,1.579,1.583,1.483,1.548,1.573,1.582
2025-07-24 13:34:14.105,1.577,1.575,1.677,1.451,1.579,1.583,1.482,1.549,1.573,1.582
2025-07-24 13:34:14.155,1.576,1.574,1.677,1.45,1.582,1.583,1.483,1.548,1.573,1.582
2025-07-24 13:34:14.204,1.576,1.575,1.676,1.45,1.586,1.582,1.483,1.548,1.573,1.582
2025-07-24 13:34:14.254,1.577,1.575,1.677,1.451,1.579,1.583,1.483,1.548,1.574,1.583
2025-07-24 13:34:14.305,1.577,1.575,1.677,1.45,1.58,1.583,1.482,1.548,1.573,1.582
2025-07-24 13:34:14.355,1.576,1.575,1.677,1.451,1.579,1.583,1.482,1.548,1.573,1.582
2025-07-24 13:34:14.406,1.576,1.574,1.677,1.451,1.58,1.583,1.482,1.548,1.573,1.582
2025-07-24 13:34:14.455,1.576,1.574,1.676,1.45,1.581,1.582,1.483,1.548,1.573,1.582
